town,riverName,station,typicalRangeHigh,lat,typicalRangeLow,lon,label
,,431101,unknown,,unknown,,WOODLEYS NO 1 BH
,,E2920,unknown,,unknown,,WILGATE GREEN GWL
,,SU58_88B,unknown,,unknown,,Saltbox OBH
,,44237,unknown,,unknown,,DICKLEY DOWN GW
,,2877TH,unknown,51.438563009490274,unknown,-0.5179929887595349,Moor Lane Offtake
,,48197,unknown,50.083779950729024,unknown,-5.291912566806336,LOE BAR
,,E13180,unknown,,unknown,,PRESTON CANDOVER GWL
,,E3068,unknown,52.24523639370279,unknown,-0.904229263009165,ST ANDREWS MILL BYPASS GS NORTHAMPTON
,,1480SO,unknown,,unknown,,Wolverton GWL
,,48195,unknown,50.083779950729024,unknown,-5.291912566806336,LOE BAR
,,SU58_88A,unknown,,unknown,,Saltbox OBH
,,43178,unknown,,unknown,,ANSTY GW
,,45173,unknown,,unknown,,ALFINGTON NORTH BH
,,E1720,unknown,53.17771577139101,unknown,-0.6219246231680491,FOSSDYKE BURTON WATERS GS
,,SU47_28,unknown,,unknown,,Chapel Wood OBH
,,2878B,unknown,,unknown,,Hadnall ABH
,,531181,unknown,,unknown,,ALLINGTON BOREHOLE
,,2878A,unknown,,unknown,,Hadnall ABH
,,E1943,unknown,52.22840886909656,unknown,-1.1538523056212802,NEWNHAM GS
,,E12770,unknown,,unknown,,HURSLEY GWL
,,E5314,unknown,53.47704074546516,unknown,0.013115014350101943,THORESBY LOUTH CANAL GS
,,E3042,unknown,52.58863739985445,unknown,-0.6020956287791385,BARROWDEN GS
,,2895,unknown,,unknown,,Shawbury Heath ABH
,,2893,unknown,,unknown,,Windy Oak ABH
,,E22779,unknown,51.955362795008,unknown,0.4273229427728251,COPFORD HALL FGS
,,E4218,unknown,52.9999108781716,unknown,-0.4204587884439272,SLEAFORD BOREHOLE
,,E1712,unknown,52.97887346540979,unknown,-0.6074072722300973,HONINGTON BECK GS
,,SU78_45A,unknown,,unknown,,STONOR PARK
,,E2783,unknown,52.66407589920148,unknown,-0.595253764520954,CHURCH BRIDGE GS EMPINGHAM
,,E23119,unknown,,unknown,,DEBENHAM RRB
,,E4910,unknown,53.157461022581224,unknown,-0.12601589016780745,HALTHAM BECK GS
,,L39011,unknown,54.544521484121795,unknown,-1.1981644941811598,Middlesbrough Ormesby
,,43179_,unknown,,unknown,,BARFORD CEMETERY GW
,,E2986,unknown,53.275341773989965,unknown,-0.40216435342102114,LANGWORTH BRIDGE GS
,,43199,unknown,,unknown,,WEST HILL BH
,,SU49_75B,unknown,,unknown,,MARCHAM OBH
,,E11070,unknown,,unknown,,COMPTON GWL
,,E4230,unknown,,unknown,,LITTLE BUCKET GWL
,,26115,unknown,,unknown,,Forton Heath ABH
,,2845,unknown,,unknown,,Newton ABH
,,SE93NBLLCC,unknown,,unknown,,Newbald Lodge
,,E20024,unknown,52.9100374804594,unknown,-0.6470899481139745,MOW BECK GS GRANTHAM
,,E3025,unknown,52.66936259506259,unknown,-0.586210924114551,NORTH BROOK GS EMPINGHAM
,,TQ25_86,unknown,,unknown,,CHIPSTEAD OBH
,,TQ25_13,unknown,,unknown,,WELL HOUSE INN
,,E46631,unknown,53.52441846720567,unknown,-0.07645455734177171,NEW WALTHAM GS
,,E3300,unknown,,unknown,,FOX HILL GWL
,,E4994,unknown,,unknown,,STOW 2 HEIGHINGTON BOREHOLE
,,TA03WSWLCC,unknown,,unknown,,Westwood
,,SE62NLSLRD,unknown,,unknown,,Newlands
,,SU47_141,unknown,,unknown,,Gibbet Cottage OBH
,,SP00_62,unknown,,unknown,,AMPNEY CRUCIS OBH
,,E3012,unknown,53.08037017904559,unknown,-0.6144801938022818,BRANT BROUGHTON GS
,,E2590,unknown,52.69167437439687,unknown,-0.398017887754464,FITZWILLIAM SLUICE GSM GREATFORD
,,E3049,unknown,52.53891679531887,unknown,-0.737853332026263,EYE BROOK GS CALDECOTT
,,E2987,unknown,53.0226691810383,unknown,-0.7461447090999235,CLAYPOLE MILL R WITHAM GS
,,26108N,unknown,,unknown,,Hodnet ABH
,,E4409,unknown,52.65153736715786,unknown,-0.2600787448999084,NEWBOROUGH SYPHON GS GSM
,,E22844,unknown,51.88445605608839,unknown,0.36548940405528957,CHURCH END FGS GREAT DUNMOW
,,26111,unknown,,unknown,,Knolls ABH
,,26117,unknown,,unknown,,Rodefern ABH
,,SE62NLSLSS,unknown,,unknown,,Newlands
,,E14160,unknown,,unknown,,CLANVILLE GATE GWL
,,SP10_54,unknown,,unknown,,DONKEYWELL OBH
,,SE62CHLLRD,unknown,,unknown,,Carlton Hanger Lane
Upwey,River Wey,44246,0.298,50.665744,0.113,-2.480878,Upwey
,,SE62CH1LSS,unknown,,unknown,,Carlton Hanger Lane
,,E46371,unknown,53.58866726156242,unknown,-0.2059830855181732,STALLINGBOROUGH GS
,,ST99_63,unknown,,unknown,,JACKAMENTS BOTTOM
,,E47251,unknown,53.04818541875831,unknown,-0.39612249805400107,RUSKINGTON GS
,,E1114,unknown,52.53891679531887,unknown,-0.737853332026263,EYE BROOK GS CALDECOTT
,,E1298,unknown,52.56312987424236,unknown,-0.36537910764505693,WATER NEWTON SLUICE
,,E21775,unknown,,unknown,,FOXTON BOREHOLE
,,43190,unknown,,unknown,,HORTON INN GW
,,SU73_8,unknown,,unknown,,FARRINGDON STATION
,,E2081,unknown,52.89043864742243,unknown,0.08988302779574692,LAWYERS SLUICE TS HOLBEACH ST MATTHEW
,,2889,unknown,,unknown,,Great Bolas ABH
,,E3044,unknown,53.228156936703805,unknown,0.3302705732987105,CHAPEL ST LEONARDS GS
,,2892W,unknown,,unknown,,High Hatton West ABH
,,2846,unknown,,unknown,,Albrighton ABH
,,E2219,unknown,52.22640665863519,unknown,-0.9463456112402545,UPTON MILL GS NORTHANTS
,,1381SO,unknown,,unknown,,ALLAND GRANGE GWL
,,2849,unknown,,unknown,,Merrington Lane ABH
,,2848,unknown,,unknown,,Shawell Cottage ABH
,,2843,unknown,,unknown,,Great Wollascott ABH
,,3802TH,unknown,51.624738669764476,unknown,-0.2857543869379829,Edgwarebury FSA FD
,,2844,unknown,,unknown,,Preston Gubbals ABH
,,SU97_78A,unknown,,unknown,,Bray No1 OBH
,,E12290,unknown,,unknown,,BROADHALFPENNYDOWN GWL
,,26108S,unknown,,unknown,,Hodnet ABH
,,TQ35_42,unknown,,unknown,,WOLDINGHAM OBH
,,E3015,unknown,53.25104473747779,unknown,-0.31229518267904843,STAINFIELD BECK GS
,,43191,unknown,,unknown,,HURDCOTT STW GW
,,43198,unknown,,unknown,,TOLPUDDLE BALL GW
,,2308SO,unknown,,unknown,,BEEDING HILL GWL
,,43196,unknown,,unknown,,STOFORD CROSS GW
,,2892E,unknown,,unknown,,High Hatton East ABH
,,E4811,unknown,52.574789059061835,unknown,-0.7643449096051015,STOCKERSTON ROAD BRIDGE GS
,,43195,unknown,,unknown,,SOUTH POORTON GW
,,2890,unknown,,unknown,,Cotton Farm ABH
,,E5032,unknown,,unknown,,WINTERTON CARR LANE BOREHOLE
,,TA03NHCLCC,unknown,,unknown,,North Houses Cottingham
,,26119,unknown,,unknown,,Frankbrook ABH
,,E2892,unknown,53.23021857038404,unknown,0.3356418356583138,CHAPEL ST LEONARDS GS
,,48194,unknown,50.09900073754339,unknown,-5.280830953269196,HELSTON BOATING LAKE
,,43180_,unknown,,unknown,,BROADLEY WOOD GW
,,2875B,unknown,,unknown,,Sansaw Heath ABH
,,2897B,unknown,,unknown,,Heath Farm ABH
,,0782SO,unknown,,unknown,,RIDDLES LANE GWL
,,26118,unknown,,unknown,,Grafton ABH
,,E27431,unknown,52.464599648187054,unknown,1.5638816196618657,BECCLES BRIDGE TS GSM
,,E4916,unknown,,unknown,,HORKSTOW ROAD BARTON BOREHOLE
,,E2671,unknown,53.15209840311088,unknown,-0.583863961070648,BRANT CONTROL SLUICE AUBOURN
,,2876A,unknown,,unknown,,Hardwicke ABH
,,ST99_98,unknown,,unknown,,Macmillan Way OBH
,,SU17_57,unknown,,unknown,,ROCKLEY OBH
,,E15090,unknown,,unknown,,ALVERSTONE GWL
,,E1551,unknown,52.52681938574734,unknown,-0.4286850049059799,FOTHERINGHAY GS
,,0321TH,unknown,51.52337841961718,unknown,-0.4899148632978994,Huntsmoor Weir
,,E21825,unknown,,unknown,,ElementNotMappedToAnOutstation
,,E13970,unknown,,unknown,,VERNHAM DEANE GWL
,,5303TH,unknown,51.7536144383747,unknown,0.01246959783862525,Richard White Radial Gates
,,SU89_7,unknown,,unknown,,PIDDINGTON
,,NY72_9,unknown,,unknown,,Hilton
,,SU38_73A,unknown,,unknown,,Upper Lambourn OBH
,,E2950,unknown,,unknown,,CHESTNUT STREET GWL
,,TA03NHSLRD,unknown,,unknown,,North Houses Cottingham
,,2875A,unknown,,unknown,,Sansaw Heath ABH
,,E1996,unknown,52.560142461786775,unknown,-0.2814005784911227,ORTON SLUICE AUTOMATION
,,E22901,unknown,51.501799964219586,unknown,0.2980659530935823,STIFFORD MARDYKE GS
,,2888,unknown,,unknown,,Ellerdine Station ABH
,,SE93RNKLCC,unknown,,unknown,,Ralph Nook
,,2887,unknown,,unknown,,Woodmill Farm ABH
,,E21397,unknown,52.1945783299566,unknown,1.273138021155905,BRANDESTON GS
,,TQ36_38,unknown,,unknown,,PURLEYBURY OBH
,,26114,unknown,,unknown,,Bank House ABH
,,E27452,unknown,53.56446127487385,unknown,-0.12700630338904031,GRIMSBY GREAT COATES BRIDGE GS
,,SD53_70,unknown,,unknown,,Highgate Park OBH
,,SJ58_117,unknown,,unknown,,CHESTER RD - NR CHURCH
,,0560,unknown,,unknown,,Broome OBH
,,SJ56_90B,unknown,,unknown,,Fourways Quarry Piezo No 2
,,SE93NLOLCC,unknown,,unknown,,Northlands
,,SJ56_90A,unknown,,unknown,,Fourways Quarry Piezo No 1
,,SD40_137,unknown,,unknown,,Moor Hall
,,SU37_1,unknown,,unknown,,Great Shefford OBH
,,SD53_74,unknown,,unknown,,Preston Laundry Drift
,,TQ04_74,unknown,,unknown,,Newlands Corner OBH
,,1903,unknown,,unknown,,Fockbury OBH
,,7050,unknown,,unknown,,Adcote LVL
,,SU17_110,unknown,,unknown,,DRAYCOT FOLIAT OBH
,,SD53_73,unknown,,unknown,,Longridge Road
,,7227,unknown,,unknown,,Coley Farm OBH
,,7022a,unknown,,unknown,,Swan Pool LVL
,,SJ28_26,unknown,,unknown,,Cross Hill OBH
,,SJ45_143,unknown,,unknown,,Lea Newbold
,,SJ56_126,unknown,,unknown,,Abbots Moss OBH E
,,6852,unknown,,unknown,,Gainsborough TVG OBH
,,SJ87_32,unknown,,unknown,,DALE BROW OBH
,,SJ69_133,unknown,,unknown,,Myddleton Lane
,,6851,unknown,,unknown,,High Marnham OBH
,,SJ38_78,unknown,,unknown,,Thornton Hough
,,SJ48_91,unknown,,unknown,,Speke OBH
,,578,unknown,,unknown,,Blackstone OBH
,,1023,unknown,,unknown,,Croxton
,,SU38_74B,unknown,,unknown,,Maddle Farm OBH
,,SJ59_147,unknown,,unknown,,SANDY LANE OBH
,,SD43_38,unknown,,unknown,,BNFL
,,SJ56_119,unknown,,unknown,,Oakmere OBH E
,,SP00_141A,unknown,,unknown,,Whiteway OBH
,,SJ45_155,unknown,,unknown,,Broxton Obs
,,0540,unknown,,unknown,,Cow Lane OBH
,,SJ56_118,unknown,,unknown,,Oakmere OBH D
,,SJ37_030,unknown,,unknown,,Burton Point Deep
,,SJ79_170,unknown,,unknown,,Thurroclean
,,6822,unknown,,unknown,,Lindrick OBH
,,1911,unknown,,unknown,,Perryford Lane OBH (BH3)
,,SD20_17,unknown,,unknown,,VICTORIA ROAD ENTRANCE
,,1913,unknown,,unknown,,Broome Lodge Farm OBH
,,TL12_122,unknown,,unknown,,Lilly Bottom OBH
,,SU47_140,unknown,,unknown,,Ashridge Wood OBH
,,46845,unknown,,unknown,,Thorne OBH
,,SU38_46B,unknown,,unknown,,Longacre OBH
,,9407SE,unknown,,unknown,,Little Dale GWL
,,TQ27_284A,unknown,,unknown,,Battersea Chalk GWL
,,SJ36_117,unknown,,unknown,,Dodleston BH
,,SD54_21,unknown,,unknown,,Eastwood Drive
,,5004,unknown,,unknown,,RAF Shawbury OBH
,,SJ45_160,unknown,,unknown,,Edge Obs
,,SJ37_019,unknown,,unknown,,Puddington Obs BH
,,SU38_72B,unknown,,unknown,,Mile End OBH
,,SU38_72A,unknown,,unknown,,Mile End OBH
,,SJ48_97,unknown,,unknown,,Fords OBH
,,SD20_21,unknown,,unknown,,FORMBY GOLF CLUB
,,SU09_56B,unknown,,unknown,,Siddington OBH
,,TW73_1,unknown,,unknown,,Kingsley RF1 OBH
,,SJ48_92,unknown,,unknown,,Speke Reservoir
,,590,unknown,,unknown,,Ladies Pool OBH
,,SJ39_104,unknown,,unknown,,Liverpool North ETW
,,SD44_15,unknown,,unknown,,Moss Edge Farm T18
,,TA06NPSLCC,unknown,,unknown,,Nafferton
,,24,unknown,,unknown,,Ellerdine Grange OBH
,,SP00_141B,unknown,,unknown,,Whiteway OBH
,,7067,unknown,,unknown,,Shelton No 1 OBH
,,SD41_147,unknown,,unknown,,LIVERPOOL ROAD SOLLOM
,,9404SE,unknown,,unknown,,Bishop Sutton CB GWL
,,SJ28_34,unknown,,unknown,,Bidston Hill OBH
,,SJ56_129,unknown,,unknown,,Abbey Arms Wood OBH
,,SJ68_42,unknown,,unknown,,Highfields
,,SU76_44,unknown,,unknown,,Arborfield OBH
,,SJ48_72,unknown,,unknown,,Halewood ETU
,,SJ55_008,unknown,,unknown,,Tower Wood Trial
,,7061,unknown,,unknown,,Hermitage OBH (w)
,,SU89_27,unknown,,unknown,,North Dean House OBH
,,SD44_35,unknown,,unknown,,Primrose Hill
,,SJ46_114,unknown,,unknown,,Butterbache
,,SJ47_63,unknown,,unknown,,FRODSHAM MARSH
,,SJ46_094,unknown,,unknown,,Hoole Hall
,,SD41_146,unknown,,unknown,,Southport New Road
,,SJ89_257,unknown,,unknown,,Wythenshawe Deep OBH
,,1923,unknown,,unknown,,Windmill OBH
,,SU38_74A,unknown,,unknown,,Maddle Farm OBH
,,1926,unknown,,unknown,,Bissell Wood Deep OBH
,,690213,unknown,,unknown,,Queens Park
,,7056,unknown,,unknown,,Dunnsheath OBH
,,SD31_43,unknown,,unknown,,COAST ROAD EAST
,,SD53_25,unknown,,unknown,,Red Scar Wood
,,SJ55_042,unknown,,unknown,,Honeyend Farm Solid
,,5006,unknown,,unknown,,Shawbury Park OBH
,,SD31_45,unknown,,unknown,,AINSDALE HIGH SCHOOL
,,SU97_114,unknown,,unknown,,Pigeon House Lane Winkfield
,,SU09_56A,unknown,,unknown,,Siddington OBH
,,SJ56_46,unknown,,unknown,,PRIORS HEYES
,,SJ44_088,unknown,,unknown,,Scar Farm
,,SD54_18D,unknown,,unknown,,Bell Lane T60
,,SJ87_90,unknown,,unknown,,Wilmslow AGI
,,5001,unknown,,unknown,,Hadnall OBH
,,SJ37_001,unknown,,unknown,,Lees Lane
,,SJ36_084,unknown,,unknown,,Gorstella
,,5000,unknown,,unknown,,Bings Heath OBH
,,SU07_51,unknown,,unknown,,Yatesbury OBH
,,SD41_24,unknown,,unknown,,Mere End OBH
,,SJ55_043,unknown,,unknown,,Honeyend Farm Drift
,,5005,unknown,,unknown,,Grinshill OBH
,,7059,unknown,,unknown,,Harcourt OBH (w)
,,5003,unknown,,unknown,,Moreton Lodge OBH
,,7020,unknown,,unknown,,Blakedown ABS
,,7058,unknown,,unknown,,Fenemere OBH
,,SJ38_75,unknown,,unknown,,Sefton Park
,,TQ05_12,unknown,,unknown,,West Horsley Place OBH
,,7022,unknown,,unknown,,Swan Pool LVL
,,7070,unknown,,unknown,,Hordley Wharf OBH
,,SD43_19,unknown,,unknown,,Crow Lady Farm T74
,,SU47_134,unknown,,unknown,,Chapel Farm OBH
,,SD41_32,unknown,,unknown,,YEW TREE FARM
,,1914,unknown,,unknown,,Wildmoor OBH
,,SJ45_168,unknown,,unknown,,Barton 2 Obs Borehole
,,SE94CBULCC,unknown,,unknown,,Cherry Burton
,,SU96_70,unknown,,unknown,,Brock Cottage OBH
,,559,unknown,,unknown,,Pavilion Pool ABS
,,SD41_30,unknown,,unknown,,Germans Bridge
,,SJ46_24,unknown,,unknown,,Tarvin
,,SU74_40,unknown,,unknown,,TILE BARN FARM
,,SJ88_93,unknown,,unknown,,Bruntwood Hall OBH
,,1910,unknown,,unknown,,Perryford Lane OBH (BH2)
,,SJ38_89,unknown,,unknown,,Storeton OBH
,,5912,unknown,,unknown,,Broome Mill Farm OBH
,,46841,unknown,,unknown,,Hatfield OBH
,,SJ38_88,unknown,,unknown,,Brackenwood Golf Club
,,SJ44_058,unknown,,unknown,,Shocklach Vill Pump
,,SU47_135,unknown,,unknown,,Brightwalton Holt OBH
,,SJ47_031,unknown,,unknown,,Chester Zoo Obs
,,SJ89_258,unknown,,unknown,,Wythenshawe Park Shallow OBH
,,SU27_119,unknown,,unknown,,Water Acre OBH
,,SJ68_87,unknown,,unknown,,RFH Borehole
,,SJ39_134,unknown,,unknown,,Manchester Street
,,E13170,unknown,,unknown,,WEST MEON HUT GWL
,,6854,unknown,,unknown,,Dunham Bridge OBH
,,9403SE,unknown,,unknown,,Lanham Lane GWL
,,SJ59_184,unknown,,unknown,,Sankey Valley Ind Estate
,,SU56_221,unknown,,unknown,,Newbury STW OBH
,,SU37_59A,unknown,,unknown,,Faarn Combe OBH
,,SU37_59B,unknown,,unknown,,Faarn Combe OBH
,,SU48_73B,unknown,,unknown,,Ridgeway Down OBH
,,SE46GOB0SS,unknown,,unknown,,Great Ouseburn
,,SU84_58,unknown,,unknown,,Runfold OBH
,,SU19_70,unknown,,unknown,,Down Ampney OBH
,,SP00_144,unknown,,unknown,,HARES BUSHES OBH
,,SU06_40,unknown,,unknown,,Three Barrows OBH
,,SU99_67,unknown,,unknown,,AMERSHAM ROAD OBH
,,9406SE,unknown,,unknown,,Well Cottage GWL
,,9237SE_A,unknown,,unknown,,Meysey Hampton OBH
,,3678TH,unknown,51.447080260365986,unknown,-0.3479071024300894,Mereway Road
,,TA06MF00CC,unknown,,unknown,,Middledale
,,SE63RCA0SS,unknown,,unknown,,Riccall Approach
,,TA04A000CC,unknown,,unknown,,Aike
,,TA07RSNLCC,unknown,,unknown,,Rudston North
,,SE98SLHLCO,unknown,,unknown,,Swallow Holes
,,SU38_85B,unknown,,unknown,,South Fawley OBH
,,SU38_85A,unknown,,unknown,,South Fawley OBH
,,SU48_73A,unknown,,unknown,,Ridgeway Down OBH
,,SU47_138,unknown,,unknown,,Oak Ash OBH
,,SE93WLP0CC,unknown,,unknown,,Weedley Plantation
,,SU_98_98C,unknown,,unknown,,Wapseys Wood OBH
,,43170,unknown,,unknown,,ASHMORE GW
,,E4400,unknown,52.522337941010655,unknown,-0.2784544855507458,STANGROUND LODE GS YAXLEY
,,43182,unknown,,unknown,,CHOLDERTON GW
,,52231,unknown,51.0375855002858,unknown,-2.8350199309979702,LANGPORT GREAT BOW
,,TL01_176,unknown,,unknown,,River Hill OBH
,,52230,unknown,51.0375855002858,unknown,-2.8350199309979702,LANGPORT GREAT BOW
,,43176,unknown,,unknown,,BADBURY RINGS GW
,,E6217,unknown,,unknown,,STONEHOLME BH GSM
,,44236,unknown,,unknown,,DOLES ASH GW
,,L3241,unknown,53.7475646209963,unknown,-0.2864683983655755,East Hull Hedon Road
,,F3105,unknown,53.98547178249171,unknown,-0.374694989178607,Wansford Snakeholm Lock
,,L3208,unknown,53.76752071420485,unknown,-0.3304306642542731,Stoneferry Bridge
,,F3123,unknown,53.98547178249171,unknown,-0.374694989178607,Wansford Snakeholm Lock
,,L3207,unknown,53.83905031995551,unknown,-0.39525010241874536,Waterside PS
,,L3250,unknown,53.87487329913023,unknown,-0.3179429734877622,Riston PS
,,F3120,unknown,53.97828975410769,unknown,-0.3340000074490266,Foston Mill
,,L3246,unknown,53.86753985323954,unknown,-0.3675292085791731,Tickton PS
,,9405SE,unknown,,unknown,,Upper Cranbourne GWL
,,E3054,unknown,52.47321784695414,unknown,-0.9119884238179993,RIVER JORDAN GS MKT HARBOROUGH
,,E4810,unknown,52.17630567095294,unknown,-0.7964019316916531,HORTON GS
,,E2604,unknown,52.71601451831255,unknown,-0.3685526387898935,FLETLAND MILL SLUICE BASTON
,,L3243,unknown,53.804555650409206,unknown,-0.309247951845668,Bransholme Gt Culvert PS
,,1412,unknown,52.47953892116747,unknown,-2.976084916674723,Bishop Castle RAIN
,,SJ45_161,unknown,,unknown,,Stretton Mill Drift
,,9402SE,unknown,,unknown,,WHITEDALE FARM OBH
,,SJ97_140,unknown,,unknown,,Prestbury Shallow OBH
,,SJ97_139,unknown,,unknown,,Prestbury Deep OBH
,,2611,unknown,52.417554759925714,unknown,-1.1261821570491413,Stanford River LVL
,,3056TH,unknown,,unknown,,Godalming RL
,,44242,unknown,,unknown,,PORTESHAM GW
,,26109,unknown,,unknown,,Greenfields ABH
,,4169TH,unknown,51.385795795657266,unknown,-0.16356989741198671,River Wandle at Goat Bridge
,,E16141,unknown,,unknown,,KINGSTANDING GWL
,,1722,unknown,,unknown,,Crossley Hill OBH
,,26112,unknown,,unknown,,Forton ABH
,,E24826,unknown,52.09049015501135,unknown,1.5444042094816897,ORFORD NESS TS
,,AN-SFRB,unknown,53.67726711598593,unknown,-0.5254325379496286,FERRIBY SLUICE AUTOMATION
,,Not_Specified,unknown,52.81102957665383,unknown,-0.6235631881695436,COLSTERWORTH R WITHAM GS
,,AN-BOST,unknown,52.98103652520461,unknown,-0.029967944621120582,BOSTON GRAND SLUICE AUTOMATION
,,AN-BURG,unknown,53.102017154620285,unknown,0.31673754779681174,BURGH SLUICE DOORS GIBRALTAR
,,AN-KLYN_BACKUP,unknown,52.740492561506386,unknown,0.3872033182145488,FREEBRIDGE TS KINGS LYNN
,,AN-COLN,unknown,51.85291658033037,unknown,0.9636052812425441,COLNE TIDE BARRIER WIVENHOE
,,AN-FOSD,unknown,52.87205263883533,unknown,-0.04473211834328892,FOSDYKE BRIDGE TS
,,AN-BOYG,unknown,53.293005227024395,unknown,0.2970507976529847,BOYGRIFT TS SUTTON ON SEA
,,AN-YARM,unknown,52.57206526969755,unknown,1.737808497541985,GREAT YARMOUTH TS GSM
,,AN-COLN_BACKUP,unknown,51.85291658033037,unknown,0.9636052812425441,COLNE TIDE BARRIER WIVENHOE
,,AN-KLYN,unknown,52.740492561506386,unknown,0.3872033182145488,FREEBRIDGE TS KINGS LYNN
,,AN-CLAC,unknown,51.784002747672766,unknown,1.157751489363125,CLACTON PIER TS
,,AN-GOX,unknown,53.71389482128164,unknown,-0.3044302262076623,GOXHILL OUTFALL SLUICE
,,AN-WLHS,unknown,52.80823180657033,unknown,0.21057309920842388,WEST LIGHTHOUSE TS GUYS HEAD
,,26104,unknown,,unknown,,Heath House ABH
,,26144,unknown,,unknown,,Heath House ABH
,,2226A,unknown,51.74759943279987,unknown,-2.2142912365617553,Slad Road LVL
,,2206A,unknown,51.746918362598635,unknown,-2.2179526097809488,Merrywalks LVL
Kendal,Stock Beck,730520,unknown,54.33056,unknown,-2.721958,Whitbarrow Close
,,SD53_75,unknown,,unknown,,Preston Laundry Deep
,,0,unknown,"[51.11528927770684, 51.21895480106144, 51.426297283562675]",unknown,"[-2.43138665981512, -2.460199956888549, -3.752557090935559]",BRENDON
,,43188,unknown,,unknown,,EVERLEIGH TANK CROSSING GW
,,44241,unknown,,unknown,,RIDGEWAY GW
,,7086,unknown,52.1770999323954,unknown,-2.2882574297306206,Bransford LVL
,,E8282,unknown,50.97515818647327,unknown,0.11170580062613972,HEMPSTEAD MILL GATE RL
,,6853,unknown,,unknown,,Susworth TVG OBH
,,022021,unknown,55.16249043015849,unknown,-1.7612935096464517,Mitford Dam
,,2275,unknown,51.69728635491779,unknown,-2.218553003157808,Egypt Mill LVL
,,50198,unknown,51.08004554713409,unknown,-4.064536551713128,BARNSTAPLE TIDAL
,,690105,unknown,53.69474052469258,unknown,-2.2518553482598596,Thornfield Avenue
,,690185,unknown,53.58604501289705,unknown,-2.0889572594469916,Bridge Street Shaw
,,690115,unknown,53.69865720132151,unknown,-2.2007002665983015,Throstle Mill
,,46152,unknown,50.533367031917294,unknown,-3.6025472306586344,TEMPLERS ROAD
,,692118,unknown,53.458488106048215,unknown,-1.9871523508693378,Woolley Bridge
,,690139,unknown,53.700234321201535,unknown,-2.283105374016834,Cape Street
